,drug_id,drug_name,PubChem Substance,PubChem Compound,PubChem Canonical Smiles
39,DB00010,Sermorelin,46507399,,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)N)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CC3=CC=C(C=C3)O)N
40,DB00011,Interferon alfa-n1,46506227,,
42,DB00012,Darbepoetin alfa,46504480,,
43,DB00013,Urokinase,46506299,,
55,DB00015,Reteplase,46506092,,
60,DB00017,Salmon Calcitonin,46506061,,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO
61,DB00018,Interferon alfa-n3,46508902,,
65,DB00020,Sargramostim,46507000,,
70,DB00021,Secretin,46508060,,
73,DB00023,Asparaginase Escherichia coli,46507633,,
74,DB00024,Thyrotropin Alfa,46505696,,
75,DB00025,"Antihemophilic factor, human recombinant",46506209,,[Cu+]
88,DB00028,Immune Globulin Human,46508774,,
103,DB00030,Insulin Human,46506231,,
128,DB00033,Interferon gamma-1b,46507194,,
130,DB00034,"Interferon Alfa-2a, Recombinant",46506712,,
141,DB00038,Oprelvekin,46506470,,
154,DB00042,Botulinum Toxin Type B,46504750,,
157,DB00043,Omalizumab,46507002,,
160,DB00045,Lyme disease vaccine (recombinant OspA),46504444,,
165,DB00048,Collagenase clostridium histolyticum,46506485,,
169,DB00049,Rasburicase,46504490,,
170,DB00050,Cetrorelix,46505494,25074887,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C
184,DB00052,Somatotropin,46506010,,
201,DB00055,Drotrecogin alfa,46505655,,
213,DB00056,Gemtuzumab ozogamicin,46505767,,
225,DB00057,Indium In-111 satumomab pendetide,46505873,,
227,DB00059,Pegaspargase,46505366,,
228,DB00060,Interferon beta-1a,46504899,,
235,DB00063,Eptifibatide,46505459,,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
243,DB00069,Interferon alfacon-1,46505985,,
245,DB00070,Hyaluronidase,46505087,,
261,DB00072,Trastuzumab,46507516,,C1C(N(CC2=C(N1CC3=CN=CN3)C=CC(=C2)C#N)S(=O)(=O)C4=CC=CS4)CC5=CC=CC=C5
286,DB00074,Basiliximab,46505169,,
299,DB00075,Muromonab,46507837,,
315,DB00078,Ibritumomab tiuxetan,46506112,,CC(CN(CC(CC1=CC=C(C=C1)NC(=O)NC)N(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
327,DB00080,Daptomycin,46504551,16134395,CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
329,DB00081,Tositumomab,46506662,,
341,DB00083,Botulinum Toxin Type A,46505347,,
343,DB00085,Pancrelipase,46504728,,
346,DB00086,Streptokinase,46505625,,C1CCC(CC1)C2CC(NC2)C(=O)O
348,DB00087,Alemtuzumab,46507379,,
359,DB00088,Alglucerase,46507500,,
362,DB00091,Cyclosporine,46508198,5284373,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
366,DB00092,Alefacept,46505772,,
378,DB00094,Urofollitropin,46507385,,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O
379,DB00095,Efalizumab,46505252,,
403,DB00100,Coagulation Factor IX (Recombinant),46508858,,
410,DB00102,Becaplermin,46508246,,
413,DB00103,Agalsidase beta,46508538,,
414,DB00104,Octreotide,46504600,448601,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O
419,DB00106,Abarelix,46508237,16131215,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)N(C)C(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C
420,DB00107,Oxytocin,46506775,,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
422,DB00108,Natalizumab,46505849,,
434,DB00109,Enfuvirtide,46506067,,
435,DB00110,Palivizumab,46506637,,
458,DB00112,Bevacizumab,46504473,,
469,DB00113,Technetium Tc-99m arcitumomab,46507781,,
1293,DB00176,Fluvoxamine,46507588,3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
1295,DB00177,Valsartan,46509000,60846,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
1298,DB00179,Masoprocol,46508042,71398,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
1300,DB00180,Flunisolide,46507894,82153,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
1334,DB00188,Bortezomib,46508736,387447,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
1344,DB00193,Tramadol,46506256,33741,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
1353,DB00194,Vidarabine,46506630,21704,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O
1357,DB00195,Betaxolol,46506041,2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
1359,DB00196,Fluconazole,46505735,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
1373,DB00199,Erythromycin,46508487,12560,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
1402,DB00203,Sildenafil,46508371,5212,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
1405,DB00204,Dofetilide,46509127,71329,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
1408,DB00205,Pyrimethamine,46505987,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
1411,DB00206,Reserpine,46505863,5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
1437,DB00216,Eletriptan,46506380,77993,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
1447,DB00218,Moxifloxacin,46508509,152946,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
1459,DB00225,Gadodiamide,46504789,24847884,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
1461,DB00227,Lovastatin,46508223,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
1464,DB00228,Enflurane,46505314,3226,C(C(OC(F)F)(F)F)(F)Cl
1471,DB00229,Cefotiam,46506679,43708,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O
1473,DB00231,Temazepam,46506604,5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
1503,DB00234,Reboxetine,46504845,127151,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3
1527,DB00242,Cladribine,46504588,20279,C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
1537,DB00243,Ranolazine,46505145,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
1606,DB00249,Idoxuridine,46507573,5905,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O
1608,DB00250,Dapsone,46505300,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
1611,DB00252,Phenytoin,46508847,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
1617,DB00254,Doxycycline,46506491,54671203,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
1622,DB00255,Diethylstilbestrol,46507453,3054,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
1631,DB00256,Lymecycline,46505518,54707177,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O
1633,DB00257,Clotrimazole,46507927,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
1637,DB00258,Calcium Acetate,46507985,6116,CC(=O)[O-].CC(=O)[O-].[Ca+2]
1642,DB00262,Carmustine,46506980,2578,C(CCl)NC(=O)N(CCCl)N=O
1645,DB00263,Sulfisoxazole,46505342,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
1646,DB00264,Metoprolol,46506211,4171,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
1654,DB00268,Ropinirole,46507918,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
1669,DB00270,Isradipine,46505034,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
1676,DB00271,Diatrizoate,46504704,2140,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I
1686,DB00274,Cefmetazole,46504461,42008,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O
1692,DB00275,Olmesartan,46508275,158781,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
1693,DB00276,Amsacrine,46507539,2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
1712,DB00278,Argatroban,46507650,152951,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
1713,DB00279,Liothyronine,46506352,5920,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
1724,DB00281,Lidocaine,46505060,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
1733,DB00283,Clemastine,46506492,26987,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
1734,DB00284,Acarbose,46508248,9811704,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
1749,DB00290,Bleomycin,46509116,5360373,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
1756,DB00293,Raltitrexed,46504880,104758,CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O
1758,DB00294,Etonogestrel,46505321,6917715,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
1760,DB00295,Morphine,46505161,5288826,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
1765,DB00297,Bupivacaine,46506768,2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
1772,DB00300,Tenofovir disoproxil,46508131,5481350,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C
1773,DB00301,Flucloxacillin,46508276,21319,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
1775,DB00303,Ertapenem,46506508,150610,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
1797,DB00307,Bexarotene,46509119,82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
1810,DB00309,Vindesine,46504548,40839,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
1817,DB00312,Pentobarbital,46508399,4737,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
1830,DB00313,Valproic Acid,46505925,3121,CCCC(CCC)C(=O)O
1841,DB00315,Zolmitriptan,46506452,60857,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
1851,DB00317,Gefitinib,46508649,123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
1859,DB00320,Dihydroergotamine,46507711,10531,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
1897,DB00323,Tolcapone,46504932,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
1898,DB00324,Fluorometholone,46505984,9878,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
1899,DB00325,Nitroprusside,46508965,11963622,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4]
1904,DB00328,Indomethacin,46508291,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
1927,DB00334,Olanzapine,46507666,4585,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
1963,DB00336,Nitrofural,46506509,5447130,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
1967,DB00337,Pimecrolimus,46505748,6509979,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
1969,DB00338,Omeprazole,46509065,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
1971,DB00339,Pyrazinamide,46507478,1046,C1=CN=C(C=N1)C(=O)N
1978,DB00342,Terfenadine,46507007,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
1985,DB00343,Diltiazem,46505667,39186,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
1988,DB00345,Aminohippuric acid,46507106,2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N
1989,DB00346,Alfuzosin,46508512,2092,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
1994,DB00348,Nitisinone,46507380,115355,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
1996,DB00350,Minoxidil,46508344,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
1999,DB00351,Megestrol acetate,46505827,11683,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
2009,DB00357,Aminoglutethimide,46506066,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
2011,DB00358,Mefloquine,46505610,4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
2014,DB00359,Sulfadiazine,46506164,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
2015,DB00360,Sapropterin,46508597,44257,CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O
2019,DB00361,Vinorelbine,46507772,44424639,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
2020,DB00362,Anidulafungin,46505616,166548,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O
2054,DB00365,Grepafloxacin,46507253,72474,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
2056,DB00366,Doxylamine,46506354,3162,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
2059,DB00367,Levonorgestrel,46508082,13109,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
2110,DB00374,Treprostinil,46504572,6918140,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
2119,DB00377,Palonosetron,46508530,6337614,C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5
2120,DB00378,Dydrogesterone,46506195,9051,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
2121,DB00379,Mexiletine,46505491,4178,CC1=C(C(=CC=C1)C)OCC(C)N
2123,DB00380,Dexrazoxane,46505982,71384,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
2154,DB00389,Carbimazole,46506359,31072,CCOC(=O)N1C=CN(C1=S)C
2156,DB00391,Sulpiride,46504855,5355,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
2163,DB00393,Nimodipine,46508497,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
2173,DB00394,Beclomethasone dipropionate,46509195,21700,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC
2177,DB00396,Progesterone,46508968,5994,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
2187,DB00397,Phenylpropanolamine,46508087,26934,CC(C(C1=CC=CC=C1)O)N
2191,DB00398,Sorafenib,46505329,216239,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
2204,DB00400,Griseofulvin,46508437,441140,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
2212,DB00402,Eszopiclone,46505809,969472,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
2222,DB00407,Ardeparin,46505194,,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
2257,DB00409,Remoxipride,46508689,54477,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
2262,DB00410,Mupirocin,46505594,446596,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
2269,DB00412,Rosiglitazone,46504556,77999,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
2276,DB00413,Pramipexole,46505897,119570,CCCNC1CCC2=C(C1)SC(=N2)N
2290,DB00414,Acetohexamide,46505821,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
2291,DB00415,Ampicillin,46505346,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
2299,DB00416,Metocurine Iodide,46507773,24244,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-]
2300,DB00417,Phenoxymethylpenicillin,46507164,6869,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
2305,DB00418,Secobarbital,46508708,5193,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
2317,DB00420,Promazine,46504504,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
2343,DB00422,Methylphenidate,46505929,4158,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
2346,DB00423,Methocarbamol,46507761,4107,COC1=CC=CC=C1OCC(COC(=O)N)O
2356,DB00426,Famciclovir,46507561,3324,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
2359,DB00428,Streptozocin,46508872,29327,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
2371,DB00431,Lindane,46508542,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
2381,DB00432,Trifluridine,46506192,6256,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
2383,DB00433,Prochlorperazine,46509018,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
2409,DB00439,Cerivastatin,46505877,446156,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
2410,DB00440,Trimethoprim,46507125,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
2416,DB00442,Entecavir,46504864,153941,C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N
2417,DB00443,Betamethasone,46505155,9782,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
2422,DB00446,Chloramphenicol,46505318,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
2427,DB00448,Lansoprazole,46508975,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
2434,DB00450,Droperidol,46505291,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
2456,DB00455,Loratadine,46507853,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
2458,DB00456,Cefalotin,46509079,6024,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
2505,DB00460,Verteporfin,46506236,5362420,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
2522,DB00464,Sodium Tetradecyl Sulfate,46505919,23665772,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
2531,DB00467,Enoxacin,46507505,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
2543,DB00472,Fluoxetine,46507902,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
2547,DB00473,Hexylcaine,46506241,10770,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2
2554,DB00477,Chlorpromazine,46508395,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
2578,DB00478,Rimantadine,46505973,5071,CC(C12CC3CC(C1)CC(C3)C2)N
2579,DB00479,Amikacin,46506386,37768,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
2585,DB00481,Raloxifene,46506514,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
2589,DB00482,Celecoxib,46505596,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
